1.44737	2.2835	59
2.2835	2.56466	71
2.56466	5.39559	71
2.56466	3.08559	55
2.56466	3.08559	59
2.56466	3.08559	64
3.08559	3.5436	55
3.08559	3.5436	59
3.08559	3.5436	64
3.5436	3.98477	55
3.5436	3.98477	59
3.5436	3.98477	64
3.98477	4.43253	55
3.98477	4.43253	59
3.98477	4.43253	64
4.43253	4.90676	55
4.43253	4.90676	59
4.43253	4.90676	64
4.90676	5.39559	55
4.90676	5.39559	59
4.90676	5.39559	64
5.39559	5.90271	55
5.39559	5.90271	59
5.39559	5.90271	64
5.41644	6.45654	72
5.90271	6.43586	55
5.90271	6.43586	59
5.90271	6.43586	64
6.43586	6.93229	54
6.43586	6.93229	64
6.43586	6.93229	57
6.45654	9.30639	71
6.93229	7.39959	54
6.93229	7.39959	57
6.93229	7.39959	64
7.39959	7.84089	54
7.39959	7.84089	64
7.39959	7.84089	57
7.84089	8.2822	57
7.84089	8.2822	54
7.84089	8.32632	64
8.2822	8.74267	57
8.2822	8.74267	54
8.2822	8.74267	63
8.74267	9.21341	63
8.74267	9.21341	57
8.74267	9.21341	54
9.21341	9.70483	54
9.21341	9.70483	57
9.21341	9.70483	63
9.23362	10.2369	72
9.70483	10.216	54
9.70483	10.216	57
9.70483	10.216	63
10.216	10.7164	53
10.216	10.7164	57
10.216	10.7164	63
10.2369	13.0637	71
10.7164	11.1749	53
10.7164	11.1749	63
10.7164	11.1749	57
11.1749	11.6102	63
11.1749	11.6102	57
11.1749	11.6102	53
11.6102	12.0454	53
11.6102	12.0454	57
11.6102	12.1435	63
12.0454	12.5161	57
12.0454	12.5161	62
12.0454	12.5161	53
12.5161	12.9975	53
12.5161	12.9975	62
12.5161	13.0637	57
12.9975	13.9811	72
12.9975	13.4826	53
12.9975	13.4826	62
12.9975	13.4826	56
13.4826	13.9811	53
13.4826	13.9811	56
13.4826	13.9811	62
13.9811	16.7979	71
13.9811	14.4699	52
13.9811	14.4699	56
13.9811	14.4699	62
14.4699	14.9238	56
14.4699	14.9238	62
14.4699	14.9238	52
14.9238	15.3464	56
14.9238	15.3464	62
14.9238	15.3464	52
15.3464	15.7843	62
15.3464	15.7843	56
15.3464	15.7843	52
15.7843	16.2459	62
15.7843	16.2459	55
15.7843	16.2459	52
16.2459	16.7297	52
16.2459	16.7297	55
16.2459	16.7979	62
16.7297	17.2148	61
16.7297	17.2148	52
16.7297	17.2148	55
16.7398	17.7239	70
17.2148	17.7133	52
17.2148	17.7133	55
17.2148	17.7133	61
17.7133	18.2217	52
17.7133	18.2217	60
17.7133	18.2217	55
17.7239	20.5375	69
18.2217	18.6661	55
18.2217	18.6661	52
18.2217	18.6661	60
18.6661	19.1104	55
18.6661	19.1104	52
18.6661	19.1104	60
19.1104	19.5782	55
19.1104	19.5548	60
19.1104	19.5548	52
19.5548	19.9871	60
19.5548	19.9871	52
19.5548	19.9871	54
19.9871	20.4613	60
19.9871	20.4613	52
19.9871	20.4613	54
20.4613	20.949	54
20.4613	20.949	52
20.4613	20.949	60
20.4713	21.4647	71
20.949	21.4547	52
20.949	21.4547	54
20.949	21.4547	60
21.4547	21.9361	54
21.4547	21.9361	60
21.4547	21.9361	52
21.4647	24.1769	69
21.9361	22.3836	54
21.9361	22.3836	60
21.9361	22.3836	52
22.3836	22.7974	54
22.3836	22.7974	60
22.3836	22.7974	52
22.7974	23.2995	52
22.7974	23.2112	60
22.7974	23.2112	54
23.2112	23.6717	51
23.2112	23.6717	60
23.2112	23.6717	54
23.6717	24.1321	51
23.6717	24.1321	54
23.6717	24.1321	60
24.1321	24.6053	51
24.1321	24.6053	54
24.1321	24.6053	60
24.1419	25.1106	71
24.6053	25.0999	54
24.6053	25.0999	60
24.6053	25.0999	51
25.0999	25.6124	54
25.0999	25.6124	50
25.0999	25.6124	60
25.1106	28.6467	69
25.6124	26.0729	50
25.6124	26.0729	54
