1.35854	1.68424	72
1.68424	1.7957	72
1.68424	1.8945	52
1.78332	1.8945	73
1.88217	1.99307	71
1.88217	2.09078	67
1.9808	2.09078	72
2.07895	2.18538	75
2.07895	2.26882	60
2.17356	2.26882	73
2.26882	2.37982	72
2.26882	2.47862	58
2.36744	2.47862	73
2.46629	2.57695	71
2.46629	2.67461	67
2.56468	2.67461	72
2.66272	2.76964	78
2.66272	2.85323	60
2.75776	2.85323	79
2.85323	2.96245	72
2.85323	3.05869	53
2.95035	3.05869	73
3.0467	3.15427	71
3.0467	3.24898	68
3.14238	3.24898	72
3.2372	3.34342	75
3.2372	3.42768	60
3.33137	3.42768	73
3.42768	3.53267	72
3.42768	3.626	56
3.52101	3.626	73
3.61433	3.71933	71
3.61433	3.81266	68
3.70766	3.81266	72
3.80099	3.90659	80
3.80099	3.99247	60
3.89432	3.99247	77
3.99247	4.09726	76
3.99247	4.19059	55
4.0856	4.19059	77
4.17892	4.28346	76
4.17892	4.3767	70
4.27185	4.3767	75
4.36498	4.47127	76
4.36498	4.55677	64
4.45905	4.55677	79
4.55677	4.67229	82
4.55677	4.76438	61
4.66078	4.76438	84
4.75288	4.85648	82
4.75288	4.94857	70
4.84497	4.94857	81
4.93706	5.04109	82
4.93706	5.12463	64
5.02916	5.12463	85
5.12463	5.24253	84
5.12463	5.3367	56
5.23075	5.3367	85
5.32493	5.43087	84
5.32493	5.52505	68
5.4191	5.52505	83
5.51327	5.61982	84
5.51327	5.70651	65
5.60744	5.70651	79
5.70651	5.81439	80
5.70651	5.91029	60
5.8024	5.91029	82
5.8983	6.00619	80
5.8983	6.1021	68
5.9942	6.1021	79
6.09011	6.198	80
6.09011	6.28191	65
6.18601	6.28191	76
6.28191	6.47329	77
6.28191	6.85785	46
6.37781	6.85785	79
6.47329	6.66292	77
6.47329	6.85785	61
6.56832	6.85785	76
6.66292	6.85785	77
6.66292	6.85785	55
6.75709	6.85785	72
6.85085	7.03783	73
6.85085	7.43258	53
6.94418	7.43258	75
7.03783	7.22692	73
7.03783	7.43258	61
7.13211	7.42184	72
7.22692	7.43258	73
7.22692	7.43258	55
7.32227	7.43258	71
7.42184	7.52919	72
7.42184	7.62417	48
7.51731	7.62417	73
7.61234	7.71872	72
7.61234	7.81284	60
7.70694	7.81284	71
7.80112	7.90654	72
7.80112	7.98811	56
7.89487	7.98811	67
7.98811	8.09265	68
7.98811	8.18557	53
8.08103	8.18557	70
8.17396	8.2785	68
8.17396	8.37142	60
8.26688	8.37142	67
8.35981	8.465	68
8.35981	8.55089	56
8.45273	8.55089	65
8.55089	8.73966	64
8.55089	9.15386	48
8.64569	9.15386	67
8.73966	9.15386	70
8.73966	9.15386	64
8.83268	9.15386	73
8.92561	9.15386	76
8.92561	9.15386	60
9.01853	9.15386	79
9.1181	9.42536	82
9.1181	9.72324	55
9.22588	9.72324	85
9.32627	9.72324	84
9.32627	9.72324	64
9.42536	9.72324	82
9.52318	9.72324	80
9.52318	9.72324	58
9.61974	9.72324	79
9.72324	9.8389	82
9.72324	9.93774	53
9.82675	9.93774	84
9.92536	10.0368	80
9.92536	10.1362	65
10.0244	10.1362	79
10.1237	10.2357	80
10.1237	10.3232	60
10.2233	10.3232	77
10.3232	10.4355	76
10.3232	10.5358	56
10.423	10.5358	79
10.5232	10.6366	77
10.5232	10.7381	65
10.6239	10.7381	76
10.7253	10.8402	77
10.7253	10.9302	61
10.8274	10.9302	73
10.9302	11.0421	72
10.9302	11.1411	52
11.0297	11.1411	73
11.1288	11.2397	71
11.1288	11.3375	67
